registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
030099,Pharmacy,"TOPS PT, LLC",QUALITY FOOD MARKET,110 S. WORK ST. FALCONER NY 14733,110 S. WORK ST,. FALCONER,14733,CHAUTAUQUA,Discontinued,"April 08, 2010","January 21, 2015","January 21, 2015",NONE,23,county wholly in NY-23,yes,yes
030098,Pharmacy,"TOPS PT, LLC",P & C FOOD MARKETS,1600 CEDAR ST. ELMIRA NY 14904,1600 CEDAR ST,. ELMIRA,14904,CHEMUNG,Discontinued,"April 08, 2010","January 19, 2015","January 19, 2015",NONE,23,county wholly in NY-23,yes,yes
030095,Pharmacy,"TOPS PT, LLC",QUALITY FOOD MARKETS,5274 MAIN & UNION WILLIAMSVILLE NY 14221,5274 MAIN,& UNION WILLIAMSVILLE,14221,ERIE,Discontinued,"April 08, 2010","January 20, 2015","January 20, 2015",NONE,,,unknown,yes
021415,Pharmacy,"TOPS, INC.",VIX PHARMACY #084,101 FRENCH RD. SUITE #20 CHEEKTOWAGA NY 14227,101 FRENCH RD,. CHEEKTOWAGA,14227,ERIE,Transfer,"September 15, 1992","May 05, 1999","May 05, 1999",024278,,,unknown,yes
021551,Pharmacy,"TOPS, INC.",VIX PHARMACY #85,C/O PHARMACY 1740 KENMORE AVE. BUFFALO NY 14216,1740 KENMORE AVE,. BUFFALO,14216,ERIE,Transfer,"January 05, 1993","May 05, 1999","May 05, 1999",024273,,,unknown,yes
021460,Pharmacy,"TOPS, INC.",VIX PHARMACY #088,3401 GENESEE ST. CHEEKTOWAGA NY 14225,3401 GENESEE ST,. CHEEKTOWAGA,14225,ERIE,Transfer,"October 28, 1992","May 05, 1999","May 05, 1999",024275,,,unknown,yes
021656,Pharmacy,"TOPS, INC.",VIX PHARMACY #87,2429 MILITARY RD. NIAGARA FALLS NY 14303,2429 MILITARY RD,. NIAGARA FALLS,14303,NIAGARA,Transfer,"April 09, 1993","May 05, 1999","May 05, 1999",024279,,,unknown,yes
021137,Pharmacy,"TOPS, INC.",VIX PHARMACY #83,C/O VIX PHARMACY #83 705 MAPLE ROAD AMHERST NY 14221,VIX PHARMACY #83 705 MAPLE ROAD,AMHERST,14221,ERIE,Transfer,"October 17, 1991","May 05, 1999","May 05, 1999",024276,,,unknown,yes
007295,Pharmacy,TOWN AND COUNTRY PHARMACY INC.,,6055 TRANSIT RD. DEPEW NY 14043,6055 TRANSIT RD,. DEPEW,14043,ERIE,Discontinued,"June 25, 1957","June 03, 1988","June 03, 1988",NONE,,,unknown,yes
009699,Pharmacy,TOWN PARK PHARMACY INC.,,10440 MAIN STREET CLARENCE NY 14031,10440 MAIN STREET,CLARENCE,14031,ERIE,Discontinued,"October 12, 1962","October 29, 1991","October 29, 1991",NONE,,,unknown,yes
015702,Pharmacy,"TOWNE EDGE PHARMACY, INC.",ASK ME PHARMACY OF DEPEW,518 DICK ROAD DEPEW NY 14043,518 DICK ROAD,DEPEW,14043,ERIE,Discontinued,"February 07, 1977","May 16, 1991","May 16, 1991",NONE,,,unknown,yes
014719,Pharmacy,"TRANSIT VALLEY DRUG MART, INC.",,5841 TRANSIT RD. EAST AMHERST NY 14051,5841 TRANSIT RD,. EAST AMHERST,14051,ERIE,Discontinued,"September 01, 1974","February 10, 1998","February 10, 1998",NONE,,,unknown,yes
017780,Pharmacy,TRAVENOL LABORATORIES INC,TRAVACARE PHARMACY,100 SONWIL DR BUFFALO NY 14225,100 SONWIL DR,BUFFALO,14225,ERIE,Transfer,"June 03, 1983","June 15, 1988","June 15, 1988",019864,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
016642,Pharmacy,TRI-COUNTY MEMORIAL HOSPITAL,,C/O PHARMACY 100 MEMORIAL DRIVE GOWANDA NY 14070,100 MEMORIAL DRIVE,GOWANDA,14070,CATTARAUGUS,Discontinued,"December 13, 1979","June 17, 2002","June 17, 2002",NONE,23,county wholly in NY-23,yes,no
501266,Storekeeper,"TUBBS, CARLTON W.",,PRESHER S COUNTRY WAVERLY NY 14892,PRESHER S COUNTRY,WAVERLY,14892,TIOGA,Discontinued,"January 01, 1999","June 30, 1987","June 30, 1987",NONE,23,county wholly in NY-23,yes,no
041862,Pharmacy,UMMAH PHARMACY INC.,UMMAH PHARMACY,2887 HARLEM RD CHEEKTOWAGA NY 14225,2887 HARLEM RD,CHEEKTOWAGA,14225,ERIE,Active,"August 19, 2025","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
303945,Wholesaler,UNDERWRITERS SALVAGE COMPANY,,60 ANDERSON ROAD BUFFALO NY 14225,60 ANDERSON ROAD,BUFFALO,14225,ERIE,Discontinued,"June 03, 1975","May 31, 1987","May 31, 1987",NONE,,,unknown,no
202180,Wholesaler/Repacker,UNION CARBIDE CORP. - LINDE DIVISION,LINDE DIVISION,1811 BROADWAY BUFFALO NY 14212,1811 BROADWAY,BUFFALO,14212,ERIE,Transfer,"August 01, 1975","January 03, 1991","January 03, 1991",020847,,,unknown,no
304014,Wholesaler,"UPJOHN COMPANY, THE",,2600 WALDEN AVE CHEEKTOWAGA NY 14225,2600 WALDEN AVE,CHEEKTOWAGA,14225,ERIE,Discontinued,"March 02, 1960","June 30, 1988","June 30, 1988",NONE,,,unknown,no
000820,Pharmacy,UPMC CHAUTAUQUA AT WCA,,C/O PHARMACY 207 FOOTE AVE. JAMESTOWN NY 14701,207 FOOTE AVE,. JAMESTOWN,14701,CHAUTAUQUA,Active,"February 10, 1955","February 29, 2028",,NONE,23,county wholly in NY-23,yes,yes
023581,Pharmacy,"UPSTATE PHARMACY, LTD.",,1900 NORTH AMERICA DRIVE SUITE 100 WEST SENECA NY 14224,1900 NORTH AMERICA DRIVE,WEST SENECA,14224,ERIE,Active,"March 18, 1998","March 31, 2028",,NONE,26,geocoded earlier,no,yes
039142,Pharmacy,URBAN HEALTH PHARMACY INC.,,564 NIAGARA ST BUILDING #2 BUFFALO NY 14201,564 NIAGARA ST,BUILDING #2 BUFFALO,14201,ERIE,Active,"October 19, 2021","September 30, 2027",,NONE,26,geocoded earlier,no,yes
031981,Pharmacy,"URGENT CARE PHARMACY, LLC.",,5965 TRANSIT RD. CLARENCE NY 14051,5965 TRANSIT RD,. CLARENCE,14051,ERIE,Discontinued,"June 04, 2013","October 01, 2014","October 01, 2014",NONE,,,unknown,yes
031850,Wholesaler,US-NIAGARA TRADING CORP.,,11 WEST MAIN STREET SUITE 200 LANCASTER NY 14086,11 WEST MAIN STREET,LANCASTER,14086,ERIE,Discontinued,"June 07, 2013","August 02, 2013","August 02, 2013",NONE,,,unknown,no
020278,Pharmacy,"UTTER, WILLIAM F., JR.",MEDICINE SHOPPE,MEDICINE SHOPPE 627 PENNSYLVANIA AVE. ELMIRA NY 14904,MEDICINE SHOPPE 627 PENNSYLVANIA AVE,. ELMIRA,14904,CHEMUNG,Transfer,"August 14, 1989","January 13, 1999","January 13, 1999",020278,23,county wholly in NY-23,yes,yes
018193,Pharmacy,"UTTER, WILLIAM F., JR.",MEDICINE SHOPPE,MEDICINE SHOPPE 1250 COLLEGE AVE. ELMIRA NY 14901,MEDICINE SHOPPE 1250 COLLEGE AVE,. ELMIRA,14901,CHEMUNG,Transfer,"June 26, 1984","January 13, 1999","January 13, 1999",023721,23,county wholly in NY-23,yes,yes
009080,Pharmacy,VAL DRUGS INC.,,1853 RIDGE RD. WEST SENECA NY 14224,1853 RIDGE RD,. WEST SENECA,14224,ERIE,Discontinued,"June 09, 1961","July 17, 1995","July 17, 1995",NONE,,,unknown,yes
030603,Pharmacy,"VALLEY PHARMACY & MEDICAL SUPPLIES, INC.",,31 WEST MAIN ST GOWANDA NY 14070,31 WEST MAIN ST,GOWANDA,14070,CATTARAUGUS,Active,"March 21, 2011","February 28, 2029",,NONE,23,county wholly in NY-23,yes,yes
304508,Wholesaler,"VALMED PHARMACEUTICAL, INC.",V.I.P. (VALUE IN PHARMACEUTICALS),3000 ALT BLVD. GRAND ISLAND NY 14072,3000 ALT BLVD,. GRAND ISLAND,14072,ERIE,Transfer,"April 28, 1986","August 28, 2000","August 28, 2000",024706,,,unknown,no
024706,Wholesaler,"VALMED PHARMACEUTICAL, INC.",ANDA #28,3000 ALT BLVD. GRAND ISLAND NY 14072,3000 ALT BLVD,. GRAND ISLAND,14072,ERIE,Discontinued,"August 28, 2000","December 31, 2023","December 31, 2023",NONE,,,unknown,no
007727,Pharmacy,VAN SLYKE PHARMACIES INC.,,214 ELMWOOD AVE BUFFALO NY 14222,214 ELMWOOD AVE,BUFFALO,14222,ERIE,Transfer,"July 01, 1958","November 28, 1989","November 28, 1989",020384,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
018574,Pharmacy,"VAN SLYKE PHARMACIES, INC.",JAMES SUPER DRUGS,265 W. FERRY STREET BUFFALO NY 14213,265 W. FERRY STREET,BUFFALO,14213,ERIE,Transfer,"May 01, 1985","November 28, 1989","November 28, 1989",020381,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
017192,Pharmacy,"VAN SLYKE PHARMACIES, INC.",,3497 DELAWARE AVENUE KENMORE NY 14217,3497 DELAWARE AVENUE,KENMORE,14217,ERIE,Transfer,"September 14, 1979","November 28, 1989","November 28, 1989",020383,,,unknown,yes
007729,Pharmacy,"VAN SLYKE PHARMACIES, INC.",,1569 HERTEL AVENUE BUFFALO NY 14216,1569 HERTEL AVENUE,BUFFALO,14216,ERIE,Transfer,"July 01, 1958","November 28, 1989","November 28, 1989",020382,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
040758,Pharmacy,VANTIVE US HEALTHCARE LLC,,C/O PHARMACY 3356 WALDEN AVE DEPEW NY 14043,3356 WALDEN AVE,DEPEW,14043,ERIE,Active,"August 19, 2025","July 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,no
029447,Pharmacy,VASCUSCRIPT INC.,MOBILE PHARMACY SOLUTIONS,644 ELLICOTT ST. SUITE 104 BUFFALO NY 14203,644 ELLICOTT ST,. BUFFALO,14203,ERIE,Discontinued,"June 08, 2009","November 02, 2018","November 02, 2018",NONE,,,unknown,yes
018816,Pharmacy,"VIC VENA PHARMACY, INC.","VENA, VIC, PHARMACY, INC.",1322 WEST STATE ST. OLEAN NY 14760,1322 WEST STATE ST,. OLEAN,14760,CATTARAUGUS,Discontinued,"October 07, 1985","June 18, 2020","June 18, 2020",NONE,23,county wholly in NY-23,yes,yes
007102,Pharmacy,"VICTOR PROFESSIONAL PHARMACY, INC.",,300 LINWOOD AVENUE BUFFALO NY 14209,300 LINWOOD AVENUE,BUFFALO,14209,ERIE,Discontinued,"January 15, 1957","December 31, 1988","December 31, 1988",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
202414,Wholesaler/Repacker,"VICTOR RENTAL & SALES, INC.",VICTOR MEDICAL,1570 MAIN STREET BUFFALO NY 14209,1570 MAIN STREET,BUFFALO,14209,ERIE,Discontinued,"April 03, 1985","April 24, 1991","April 24, 1991",NONE,,,unknown,no
023127,Pharmacy,VILLAGE PHARMACY INC.,,704 WEST BUFFALO ST. ITHACA NY 14850,704 WEST BUFFALO ST,. ITHACA,14850,ERIE,Discontinued,"January 16, 1997","January 16, 1997","January 16, 1997",NONE,,,unknown,yes
012600,Pharmacy,"VILLAGE PHARMACY OF BATH, NEW YORK, INC., THE",,52 LIBERTY ST. BATH NY 14810,52 LIBERTY ST,. BATH,14810,STEUBEN,Transfer,"June 19, 1967","October 30, 1997","October 30, 1997",023477,23,county wholly in NY-23,yes,yes
039294,Pharmacy,"VILLAGE PHARMACY OF LOCKPORT, INC.",,6478 RIDGE ROAD LOCKPORT NY 14094,6478 RIDGE ROAD,LOCKPORT,14094,NIAGARA,Active,"January 26, 2022","December 31, 2027",,NONE,24,Census batch geocode + point-in-district,no,yes
041952,Pharmacy,"VITAL NIAGARA FALLS, LLC",VITAL PHARMACY,2715 HIGHLAND AVE NIAGARA FALLS NY 14305,2715 HIGHLAND AVE,NIAGARA FALLS,14305,NIAGARA,Discontinued,"August 29, 2025","May 19, 2026","May 19, 2026",NONE,26,Census batch geocode + point-in-district,no,yes
038811,Pharmacy,VITAL SERVICES LLC,VITAL PHARMACY,301 CONNECTICUT STREET BUFFALO NY 14213,301 CONNECTICUT STREET,BUFFALO,14213,ERIE,Active,"April 26, 2021","March 31, 2027",,NONE,26,unmatched address; city wholly outside NY-23 (assumed),no,yes
040397,Pharmacy,VITALITY INFUSIONS LLC,VITAL CARE OF BUFFALO,3980 SHERIDAN DR SUITE 101 AMHERST NY 14226,3980 SHERIDAN DR,AMHERST,14226,ERIE,Active,"November 17, 2023","October 31, 2026",,NONE,26,geocoded earlier,no,no
022960,Pharmacy,VNA HOME CARE SERVICES,,C/O PHARMACY 650 AIRBORNE PARKWAY CHEEKTOWAGA NY 14225-1482,650 AIRBORNE PARKWAY,CHEEKTOWAGA,14225,ERIE,Active,"August 22, 1996","August 31, 2028",,NONE,26,unmatched address; city wholly outside NY-23 (assumed),no,no
026146,Wholesaler/Repacker,VNA HOMECARE SERVICES INC.,,80 CURTWRIGHT DR. AMHERST NY 14221,80 CURTWRIGHT DR,. AMHERST,14221,ERIE,Discontinued,"August 07, 2003","April 29, 2016","April 29, 2016",NONE,,,unknown,no
021367,Pharmacy,"VNA PHARMACY, INC.",,901 WASHINGTON ST. BUFFALO NY 14203,901 WASHINGTON ST,. BUFFALO,14203,ERIE,Transfer,"July 30, 1992","April 16, 1998","April 16, 1998",023499,,,unknown,yes
012006,Pharmacy,"W-B AND SWANSON PHARMACY, INC.",,108-110 E. 3RD ST. JAMESTOWN NY 14701,108-110 E. 3RD ST,. JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"January 02, 1968","June 06, 1995","June 06, 1995",NONE,23,county wholly in NY-23,yes,yes
026367,Pharmacy,"W.N.Y. PHARMACY, L.L.C.",,950-A UNION ROAD SUITE 215 WEST SENECA NY 14224,950-A UNION ROAD,WEST SENECA,14224,ERIE,Discontinued,"December 05, 2003","March 04, 2005","March 04, 2005",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
026690,Wholesaler,"W.N.Y. PHARMACY, L.L.C.",,950 A UNION ROAD SUITE 215 WEST SENECA NY 14224,950 A UNION ROAD,WEST SENECA,14224,ERIE,Discontinued,"May 24, 2004","March 04, 2005","March 04, 2005",NONE,,,unknown,no
023380,Pharmacy,"WAL-MART STORES EAST, LP","WAL-MART STORES, INC.",C/O PHARMACY DEPARTMENT 3290 SHERIDAN DRIVE. AMHERST NY 14226,3290 SHERIDAN DRIVE,. AMHERST,14226,ERIE,Active,"July 19, 1997","April 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023332,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 5033 TRANSIT RD. WILLIAMSVILLE NY 14221,5033 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Active,"July 19, 1997","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
023532,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART,C/O PHARMACY 2500 WALDEN AVENUE CHEEKTOWAGA NY 14225,2500 WALDEN AVENUE,CHEEKTOWAGA,14225,ERIE,Active,"January 05, 1998","April 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023359,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 1400 COUNTY ROAD 64 HORSEHEADS NY 14845,1400 COUNTY ROAD,64 HORSEHEADS,14845,CHEMUNG,Active,"July 19, 1997","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023371,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 1540 MILITARY RD. NIAGARA FALLS NY 14304,1540 MILITARY RD,. NIAGARA FALLS,14304,NIAGARA,Active,"July 19, 1997","April 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023327,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 1000 STATE RTE 36 HORNELL NY 14843,1000 STATE RTE 36,HORNELL,14843,STEUBEN,Active,"July 19, 1997","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023339,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 317 SOUTH CASCADE DR. SPRINGVILLE NY 14141,317 SOUTH CASCADE DR,. SPRINGVILLE,14141,ERIE,Active,"July 19, 1997","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
025672,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART,C/O PHARMACY 515 EAST 4TH ST. WATKINS GLEN NY 14891,515 EAST 4TH ST,. WATKINS GLEN,14891,SCHUYLER,Active,"February 28, 2003","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023374,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART,C/O PHARMACY 10401 BENNETT RD. FREDONIA NY 14063,10401 BENNETT RD,. FREDONIA,14063,CHAUTAUQUA,Active,"July 19, 1997","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023350,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 5735 S. TRANSIT RD. LOCKPORT NY 14094,5735 S. TRANSIT RD,. LOCKPORT,14094,NIAGARA,Active,"July 19, 1997","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
025132,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY 3217 SILVERBACK LN. PAINTED POST NY 14870,3217 SILVERBACK LN,. PAINTED POST,14870,STEUBEN,Active,"September 14, 2001","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023377,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART SUPERCENTER,C/O PHARMACY 350 E. FAIRMOUNT AVE. LAKEWOOD NY 14750,350 E. FAIRMOUNT AVE,. LAKEWOOD,14750,CHAUTAUQUA,Active,"July 19, 1997","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
023329,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT 5360 SOUTHWESTERN BLVD HAMBURG NY 14075,5360 SOUTHWESTERN BLVD,HAMBURG,14075,ERIE,Active,"July 19, 1997","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
023338,Pharmacy,"WAL-MART STORES EAST, LP",WAL-MART PHARMACY,C/O PHARMACY DEPARTMENT RTE 417 1869 PLAZA DR. OLEAN NY 14760,RTE 417 1869 PLAZA DR,. OLEAN,14760,CATTARAUGUS,Active,"July 19, 1997","April 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
030322,Pharmacy,"WAL-MART STORES EAST, LP.",WAL-MART PHARMACY,4975 TRANSIT RD. DEPEW NY 14043,4975 TRANSIT RD,. DEPEW,14043,ERIE,Active,"August 19, 2010","April 30, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
022738,Pharmacy,"WAL-MART STORES, INC.",WAL-MART,C/O PHARMACY 5033 TRANSIT RD. WILLIAMSVILLE NY 14221,5033 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Transfer,"December 18, 1995","July 19, 1997","July 19, 1997",023332,,,unknown,yes
022713,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-2405,C/O PHARMACY 4255 MCKINLEY PKY. HAMBURG NY 14075,4255 MCKINLEY PKY.,HAMBURG,14075,ERIE,Transfer,"October 26, 1995","July 19, 1997","July 19, 1997",023329,,,unknown,yes
022703,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-2326,C/O PHARMACY 1000 STATE RTE 36 HORNELL NY 14843,1000 STATE RTE 36,HORNELL,14843,STEUBEN,Transfer,"October 25, 1995","July 19, 1997","July 19, 1997",023327,23,county wholly in NY-23,yes,yes
022702,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-2107,5783 SOUTH TRANSIT RD. LOCKPORT NY 14094,5783 SOUTH TRANSIT RD,. LOCKPORT,14094,NIAGARA,Transfer,"October 20, 1995","July 19, 1997","July 19, 1997",023350,,,unknown,yes
022360,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-1973,C/O PHARMACY DEPT. 350 E. FAIRMOUNT AVE. LAKEWOOD NY 14750-2137,DEPT. 350 E. FAIRMOUNT AVE,. LAKEWOOD,14750,CHAUTAUQUA,Transfer,"February 22, 1995","July 19, 1997","July 19, 1997",023377,23,county wholly in NY-23,yes,yes
022139,Pharmacy,"WAL-MART STORES, INC.",WAL-MART,C/O PHARMACY DEPT. 2055 NIAGARA FALLS BLVD. AMHERST NY 14228,DEPT. 2055 NIAGARA FALLS BLVD,. AMHERST,14228,ERIE,Transfer,"August 19, 1994","July 19, 1997","July 19, 1997",023380,,,unknown,yes
021787,Pharmacy,"WAL-MART STORES, INC.",,C/O PHARMACY DEPT-BLDG 3 830 COUNTY RTE 64 BIG FLATS NY 14903,DEPT- 830 COUNTY RTE 64,BIG,14903,CHEMUNG,Transfer,"July 15, 1993","July 19, 1997","July 19, 1997",023359,23,county wholly in NY-23,yes,yes
021519,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-1909,C/O PHARMACY 5555 PORTER RD. NIAGARA FALLS NY 14304,5555 PORTER RD,. NIAGARA FALLS,14304,NIAGARA,Transfer,"January 11, 1993","July 19, 1997","July 19, 1997",023371,,,unknown,yes
021620,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARAMCY 10-1949,C/O PHARMACY 10401 BENNETT RD. FREDONIA NY 14063,10401 BENNETT RD,. FREDONIA,14063,CHAUTAUQUA,Transfer,"March 16, 1993","July 19, 1997","July 19, 1997",023374,23,county wholly in NY-23,yes,yes
022591,Pharmacy,"WAL-MART STORES, INC.",WAL-MART PHARMACY 10-2159,"C/O PHARMACY DEPT. RTE 417, 1869 PLAZA DR. OLEAN NY 14760","DEPT. RTE 417, 1869 PLAZA DR",. OLEAN,14760,CATTARAUGUS,Transfer,"July 20, 1995","July 19, 1997","July 19, 1997",023337,23,county wholly in NY-23,yes,yes
029392,Pharmacy,WALGREEN EASTERN CO INC,WALGREENS,1066 PAYNE AVENUE NORTH TONAWANDA NY 14120-2720,1066 PAYNE AVENUE,NORTH TONAWANDA,14120,NIAGARA,Active,"March 10, 2009","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
028537,Pharmacy,"WALGREEN EASTERN CO., INC",WALGREENS,815 HARLEM ROAD WEST SENECA NY 14224-1082,815 HARLEM ROAD,WEST SENECA,14224,ERIE,Active,"August 15, 2007","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
029592,Pharmacy,"WALGREEN EASTERN CO., INC",WALGREENS,9050 ERIE RD. ANGOLA NY 14006-9556,9050 ERIE RD,. ANGOLA,14006,ERIE,Active,"June 24, 2009","July 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
028922,Pharmacy,"WALGREEN EASTERN CO., INC",WALGREENS,C/O PHARMACY 321 W WASHINGTON ST BATH NY 14810,321 W WASHINGTON ST,BATH,14810,STEUBEN,Active,"April 17, 2008","July 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
028469,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS,2739 DELAWARE AVE KENMORE NY 14217-2701,2739 DELAWARE AVE,KENMORE,14217,ERIE,Active,"June 12, 2007","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
028493,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS,CO PHARMACY 3242 ROUTE 39 YORKSHIRE NY 14173,3242 ROUTE 39,YORKSHIRE,14173,CATTARAUGUS,Active,"June 28, 2007","July 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
028751,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS,C/O PHARMACY 10 NO. MAIN ST. WELLSVILLE NY 14895,10 NO. MAIN ST,. WELLSVILLE,14895,ALLEGANY,Active,"December 24, 2007","July 31, 2028",,NONE,23,county wholly in NY-23,yes,yes
028221,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS,C/O PHARMACY 6785 TRANSIT ROAD. EAST AMHERST NY 14051-1303,6785 TRANSIT ROAD,. EAST AMHERST,14051,ERIE,Active,"January 08, 2007","July 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
039226,Pharmacy,"WALGREEN EASTERN CO., INC.",MOOG INHEALTH PHARMACY,7060 SENECA ST SUITE 100RX ELMA NY 14059,7060 SENECA ST,ELMA,14059,ERIE,Active,"December 23, 2021","November 30, 2027",,NONE,23,geocoded earlier,yes,no
024653,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #05592,C/O PHARMACY 5275 TRANSIT ROAD BUFFALO NY 14221,5275 TRANSIT ROAD,BUFFALO,14221,ERIE,Active,"March 01, 2000","July 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
024563,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #05610,C/O PHARMACY 3605 SHERIDAN DR. AMHERST NY 14226-1632,3605 SHERIDAN DR,. AMHERST,14226,ERIE,Active,"November 22, 1999","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
024218,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #04968,C/O PHARMACY 5 N TRANSIT ST. LOCKPORT NY 14094,5 N TRANSIT ST,. LOCKPORT,14094,NIAGARA,Active,"January 07, 1999","July 31, 2028",,NONE,24,Census batch geocode + point-in-district,no,yes
024132,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #04562,C/O PHARMACY 3170 DELAWARE AVE. KENMORE NY 14217,3170 DELAWARE AVE,. KENMORE,14217,ERIE,Discontinued,"October 22, 1998","March 18, 2009","March 18, 2009",NONE,,,unknown,yes
024811,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #05714,C/O PHARMACY 578 DICK RD. DEPEW NY 14043,578 DICK RD,. DEPEW,14043,ERIE,Active,"October 12, 2000","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023101,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #03859,C/O PHARMACY 4815 BROADWAY DEPEW NY 14043,4815 BROADWAY,DEPEW,14043,ERIE,Active,"October 23, 1996","July 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
023100,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #03267,C/O PHARMACY 2043 KENSINGTON AMHERST NY 14226,2043 KENSINGTON,AMHERST,14226,ERIE,Active,"October 23, 1996","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023099,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #03897,C/O PHARMACY 10 YOUNG ST. TONAWANDA NY 14150,10 YOUNG ST,. TONAWANDA,14150,ERIE,Active,"October 23, 1996","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
023098,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #03857,C/O PHARMACY 3488 MAIN ST. BUFFALO NY 14214,3488 MAIN ST,. BUFFALO,14214,ERIE,Active,"October 23, 1996","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
022215,Pharmacy,"WALGREEN EASTERN CO., INC.",WALGREENS #03288,C/O PHARMACY 650 DELAWARE AVE. BUFFALO NY 14202,650 DELAWARE AVE,. BUFFALO,14202,ERIE,Active,"November 04, 1994","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
