piid,mod,signed,effective,completion,obligated,total_obligated,total_base_all,contracting_office,funding_office,pop_state,pop_city,pop_county,pop_zip,pop_cd,vendor,vendor_state,psc,psc_desc,naics,naics_desc,description,initiative,action_type
36C10X24N0192,P00002,2025-03-04,2024-08-30,2025-02-25,0.00,1544185.62,4560716.82,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ARLINGTON,ARLINGTON,222092297,08,"TRILOGY FEDERAL, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24N0193,P00001,2025-03-04,2024-09-29,2025-09-28,0.00,1015610.66,1015610.66,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ARLINGTON,ARLINGTON,222091742,08,DELOITTE CONSULTING LLP,,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.  TERMINATION DUE TO EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10X24N0200,P00001,2025-03-04,2024-09-16,2025-03-04,0.00,50842.00,147283.00,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),IN,INDIANAPOLIS,MARION,462191787,07,"AGI INTERNATIONAL, INC.",,R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",ANNUAL INVENTORY SERVICES | TERMINATE FOR CONVENIENCE NOTICE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10X24N0206,P00001,2025-03-04,2024-09-30,2025-03-04,0.00,21120.00,21120.00,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,ARLINGTON,ARLINGTON,222091800,08,"TRILOGY FEDERAL, LLC",,R702,SUPPORT- MANAGEMENT: DATA COLLECTION,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"EXPANSION OF FUNCTIONALITY OF EXISTING RURAL MASTER
TRACKING DATABASE.",,DELIVERY ORDER
36C10X24N0208,P00001,2025-03-04,2024-09-25,2025-02-25,0.00,176944.77,988134.85,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,FREDERICKSBURG,SPOTSYLVANIA,224077108,07,COGENT SOLUTIONS INC,,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24N0223,P00001,2025-03-04,2024-09-30,2025-03-04,0.00,2104030.20,2104030.20,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,CHANTILLY,FAIRFAX,201513933,11,TITAN ALPHA LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"SUICIDE PREVENTION CLINICAL INTERVENTIONS PROGRAM SUPPORT 
SERVICES",,DELIVERY ORDER
36C10X24N0224,P00001,2025-03-04,2024-09-27,2025-03-04,0.00,783256.34,3817810.22,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,FAIRFAX,FAIRFAX,220306112,11,"CLIENT FIRST TECHNOLOGIES, INC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TERMINATE COMMERCIAL PROFESSIONAL SERVICES, 	
EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24N0225,P00003,2025-03-04,2024-09-26,2025-03-04,0.00,69733.25,69733.25,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,UNION HALL,FRANKLIN,241764085,09,PENBAY TECHNOLOGY GROUP LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE (COMPLETE).,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24N0236,P00001,2025-03-04,2024-09-30,2025-03-04,0.00,519950.65,2732819.86,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),FL,PENSACOLA,ESCAMBIA,325012334,01,DYNAMIC INTEGRATED SERVICES LLC,,R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24P0115,P00001,2025-03-04,2024-09-30,2025-02-25,0.00,2355211.16,2355211.16,SAC FREDERICK (36C10X),PCAC (36C776),VA,STAFFORD,STAFFORD,225564629,07,"BEN ALLEGRETTI CONSULTING, INC",,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HUMAN FACTORS SERVICES - HEALTH SYSTEMS OPTIMIZATION,,PURCHASE ORDER
36C10X25N0048,P00002,2025-03-04,2024-11-09,2025-11-08,0.00,3153529.59,3153529.59,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,FAIRFAX STATION,FAIRFAX,220392201,11,"METRICS, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROGRAM MANAGEMENT SUPPORT SERVICES.,,BPA CALL
36C10X25P0003,P00002,2025-03-04,2025-01-06,2026-01-05,0.00,4995122.40,4995122.40,SAC FREDERICK (36C10X),VBA MEDICAL DISABILITY EXAMINATIONS OFFICE,VA,ARLINGTON,ARLINGTON,222013868,08,BLUE PHOENIX SOLUTIONS LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BUSINESS ADVISORY SUPPORT SERVICES. P01 IS TO UPDATE POP AND ACOR.,,PURCHASE ORDER
36C24521F0046,P00014,2025-03-04,2020-11-01,2025-03-04,0.00,392247.67,392247.67,245-NETWORK CONTRACT OFFICE 5 (36C245),VHACO PATIENT CARE SERVICES,FL,PENSACOLA,ESCAMBIA,325025634,01,"DYNAMIC INTEGRATED SERVICES, LLC",,T001,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,,DELIVERY ORDER
36C24524N0268,P00002,2025-03-04,2024-03-18,2025-03-04,0.00,556453.00,556453.00,245-NETWORK CONTRACT OFFICE 5 (36C245),512-BALTIMORE(00512)(36C512),MD,BALTIMORE,BALTIMORE CITY,212012623,07,MAXIM HEALTHCARE SERVICES INCORPORATED (0951),,Q601,MEDICAL CODING AND AUDITING,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MEDICAL CODING AT THE PERRY POINT AND BALTIMORE VAMC THIS CONTRACT WAS TERMINATED FOR THE CONVENIENCE OF THE GOVERNMENT.,,BPA CALL
36C24724N0673,P00001,2025-03-04,2024-06-01,2025-03-04,-1163659.52,2255319.76,15931236.88,247-NETWORK CONTRACT OFFICE 7 (36C247),508-ATLANTA (00508)(36C508),GA,DECATUR,DEKALB,300333425,05,PRESS GANEY ASSOCIATES LLC,,R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"PATIENT SATISFACTION SURVEY-
TERMINATION FOR CONVENIENCE-EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C25023C0010,P00005,2025-03-04,2022-10-01,2025-03-04,0.00,65697.76,120112.76,250-NETWORK CONTRACT OFFICE 10 (36C250),541-BRECKSVILLE (00541),OH,CLEVELAND,CUYAHOGA,441062369,11,HYPERION BIOTECHNOLOGY INC,,L046,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,541618,OTHER MANAGEMENT CONSULTING SERVICES,FUNDING OPTION YEAR 2,,DEFINITIVE CONTRACT
36C25024P0162,P00004,2025-03-04,2023-10-30,2025-03-04,0.00,19000.00,47500.00,250-NETWORK CONTRACT OFFICE 10 (36C250),541-BRECKSVILLE (00541),OH,CLEVELAND,CUYAHOGA,441068001,11,"HAAS GROUP INTERNATIONAL, LLC",,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,CHEMICAL MANAGEMENT PROGRAM TERMINATION FOR GOVERNMENT CONVENIENCE,,PURCHASE ORDER
36C25623P0493,P00002,2025-03-04,2023-03-10,2025-02-25,-31794.58,124196.97,124196.97,256-NETWORK CONTRACT OFFICE 16 (36C256),580-HOUSTON(00580),TX,HOUSTON,HARRIS,770304298,09,ADSURGO LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C25623P1160,P00002,2025-03-04,2023-08-15,2025-02-24,-48000.00,48000.00,192000.00,256-NETWORK CONTRACT OFFICE 16 (36C256),629-SOUTHEAST LA HLTHCR SYS (00629),LA,NEW ORLEANS,ORLEANS,701194701,01,HEALTHCARE QUALITY ASSISTANCE GROUP LLC,,R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C25624P0055,P00002,2025-03-04,2023-10-30,2025-02-20,-9882.60,19059.30,19129.30,256-NETWORK CONTRACT OFFICE 16 (36C256),256-NETWORK CONTRACT OFFICE 16 (36C256),TX,HOUSTON,HARRIS,770301500,09,WEST PUBLISHING CORPORATION,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,WEB BASE RECORDS SEARCH INTERFACE,,PURCHASE ORDER
36C25624P1767,P00002,2025-03-04,2024-09-25,2025-02-25,-200587.50,48900.00,48900.00,256-NETWORK CONTRACT OFFICE 16 (36C256),580-HOUSTON(00580),TX,HOUSTON,HARRIS,770301500,09,HEALTHLINX INC,,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MAGNET CONSULTATION SERVICES,,PURCHASE ORDER
36C26121F0180,P00004,2025-03-04,2021-04-01,2025-03-04,0.00,437956.00,547445.00,261-NETWORK CONTRACT OFFICE 21 (36C261),261-NETWORK CONTRACT OFFICE 21 (36C261),CA,MARTINEZ,CONTRA COSTA,945534220,10,"STRATEGIC SOLUTIONS, INC.",,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TERMINATION FOR CONVENIENCE-'RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C26223C0058,P00003,2025-03-04,2023-01-12,2025-12-31,0.00,29621.90,29621.90,262-NETWORK CONTRACT OFFICE 22 (36C262),664-SAN DIEGO HEALTHCARE SYS(00664),CA,SAN DIEGO,SAN DIEGO,921610001,50,PRESS GANEY ASSOCIATES LLC,,R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE | EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C26225C0066,P00001,2025-03-04,2024-12-01,2024-12-01,-103998.00,804.00,452108.00,262-NETWORK CONTRACT OFFICE 22 (36C262),691-VA GREATER LA HLTHCR SYS(00691),CA,LOS ANGELES,LOS ANGELES,900730093,32,ATLANTIC FIRST INDUSTRIES CORPORATION,,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,VENTILATION EQUIPMENT INSPECTION  AND TESTING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C26325N0320,P00001,2025-03-04,2025-03-01,2026-02-28,-106290.00,0.00,0.00,NETWORK CONTRACT OFFICE 23 (36C263),499-NETWOK CONTRACT OFFICE 23,MN,MINNEAPOLIS,HENNEPIN,554172309,05,BECKER DIGITAL LLC,,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,TERMINATION FOR THE GOVERNMENTS CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C77624F0030,P00002,2025-03-04,2024-09-26,2025-03-04,0.00,299007.33,299007.33,PCAC (36C776),636A8-IOWA CITY HEALTH CARE,IA,IOWA CITY,JOHNSON,522468685,01,MABBETT AND ASSOCIATES INCORPORATED,,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,"TERMINATION FOR CONVENIENCE
EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",,DELIVERY ORDER
36C77624N0576,P00001,2025-03-04,2024-07-31,2025-07-30,0.00,3526549.78,3526549.78,PCAC (36C776),PCAC (36C776),VA,ARLINGTON,ARLINGTON,222013868,08,"THE CRADDOCK GROUP, LLC",,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TASK ORDER FOR FY2026 NON-IT BUSINESS CASE APPLICATIONS SUPPORT.,,DELIVERY ORDER
36S79724P0017,P00002,2025-03-04,2024-09-30,2025-03-04,0.00,3898519.15,3898519.15,NAC FACILITY PURCHASING SUPPORT (36S797),NAC FACILITY PURCHASING SUPPORT (36S797),VA,FREDERICKSBURG,SPOTSYLVANIA,224082697,07,"SIGMA HEALTH CONSULTING, LLC",,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,SUPPORT SERVICES FOR VACO OFFICE OF INTEGRITY AND COMPLIANCE OVERSIGHT & ACCOUNTABILITY - FULL TERMINATION FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10A23F0061,P00002,2025-03-05,2023-05-01,2025-02-20,0.00,1233075.00,2596325.00,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER AUSTIN (36C10A),DC,WASHINGTON,DISTRICT OF COLUMBIA,200025049,98,"THUNDERCAT TECHNOLOGY, LLC",,U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,541519,OTHER COMPUTER RELATED SERVICES,TERMINATION FOR CONVENIENCE,,DELIVERY ORDER
36C10F21F0024,P00011,2025-03-05,2021-09-07,2025-03-05,0.00,3185459.60,3857908.44,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),DC,WASHINGTON,DISTRICT OF COLUMBIA,200010001,98,"BLUE WATER THINKING,LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541519,OTHER COMPUTER RELATED SERVICES,NOTIFICATION OF TERMINATION FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10F23C0011,P00002,2025-03-05,2023-09-30,2025-03-05,0.00,108125.00,260312.50,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),DC,WASHINGTON,DISTRICT OF COLUMBIA,200011152,98,THE ADVISORY BOARD COMPANY,,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,541618,OTHER MANAGEMENT CONSULTING SERVICES,NOTIFICATION OF TERMINATION FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C10F23F0016,P00005,2025-03-05,2023-05-02,2025-03-05,0.00,86156.46,86156.46,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),644-PHOENIX (00644),DC,WASHINGTON,DISTRICT OF COLUMBIA,200365569,98,"CONCOURSE FEDERAL GROUP, LLC",,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10F23F0026,P00002,2025-03-05,2023-09-27,2025-03-05,0.00,171093.02,171093.02,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),FL,SPRING HILL,PASCO,346107252,12,"INTERIOR SYSTEMS, INC.",,E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE
- RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10F23F0038,P00004,2025-03-05,2023-09-29,2025-03-05,0.00,126372.00,126372.00,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),WI,MADISON,DANE,537052254,02,"INTERIOR SYSTEMS, INC.",,E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE
- RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10F23F0040,P00002,2025-03-05,2023-09-29,2025-03-05,0.00,33080.00,36380.00,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),IA,KEOKUK,LEE,526323141,01,"INTERIOR SYSTEMS, INC.",,E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE
- RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10F24C0010,P00001,2025-03-05,2024-09-26,2025-03-05,0.00,1179804.00,4998797.00,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),DC,WASHINGTON,DISTRICT OF COLUMBIA,200011152,98,ELK CONSORTIUM LLC,,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C10F24N0016,P00001,2025-03-05,2024-07-31,2025-03-05,0.00,57921.92,57921.92,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),VA,ALEXANDRIA,ALEXANDRIA CITY,223143327,08,"CONCOURSE FEDERAL GROUP, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOTICE OF TERMINATION FOR CONVENIENCE (EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING),EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10F24N0043,P00002,2025-03-05,2024-09-30,2025-03-05,0.00,37370.44,37370.44,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),VA,STERLING,LOUDOUN,201664220,10,"INTERIOR SYSTEMS, INC.",,E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE
- RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C10F24N0045,P00001,2025-03-05,2024-09-30,2025-03-05,0.00,15700.00,15700.00,OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),OFFICE OF CONSTRUCTION &  FACILITIES MGMT (36C10F),VA,STERLING,LOUDOUN,201664220,10,"INTERIOR SYSTEMS, INC.",,R404,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION),541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE
- RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24520C0105,P00007,2025-03-05,2020-04-08,2025-03-05,0.00,75000.00,75000.00,245-NETWORK CONTRACT OFFICE 5 (36C245),VA CENTRAL OFFICE,DC,WASHINGTON,DISTRICT OF COLUMBIA,204180007,98,NATIONAL ACADEMY OF SCIENCES,,U009,EDUCATION/TRAINING- GENERAL,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DEFINITIVE CONTRACT
36C24524N0425,P00001,2025-03-05,2024-06-01,2025-03-05,0.00,165600.00,165600.00,245-NETWORK CONTRACT OFFICE 5 (36C245),VISN 05-VETERANS INTEGRATED(36C482),WV,BECKLEY,RALEIGH,258018986,01,"HEALTHCARE QUALITY ASSISTANCE GROUP, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24524N0607,P00003,2025-03-05,2024-08-05,2025-03-05,0.00,115102.02,115102.02,245-NETWORK CONTRACT OFFICE 5 (36C245),512-BALTIMORE(00512)(36C512),MD,PERRY POINT,CECIL,219020082,01,ENVIRONMENTAL RESEARCH GROUP LLC,,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24525N0265,P00001,2025-03-05,2025-03-01,2025-03-05,0.00,685.96,685.96,245-NETWORK CONTRACT OFFICE 5 (36C245),VISN 05-VETERANS INTEGRATED(36C482),MD,PERRY POINT,CECIL,219021101,01,"HEALTHCARE QUALITY ASSISTANCE GROUP, LLC",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24525P0203,P00001,2025-03-05,2024-12-27,2025-03-05,0.00,92777.70,92777.70,245-NETWORK CONTRACT OFFICE 5 (36C245),512-BALTIMORE(00512)(36C512),MD,BALTIMORE,BALTIMORE CITY,212022600,07,"UNIVERSITY OF MARYLAND, BALTIMORE",,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MEDICAL RESEARCH UMD,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C24623F0256,P00002,2025-03-05,2023-05-01,2025-03-05,-238330.11,1234629.95,1234629.95,246-NETWORK CONTRACTING OFFICE 6 (36C246),HAMPTON 590 (36C590),VA,HAMPTON,HAMPTON CITY,236679900,03,HURON CONSULTING SERVICES LLC,,U099,EDUCATION/TRAINING- OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
